assignment_id,employee_id,project_id,assignment_role,allocation_percentage,start_date,end_date
ASN-03271,1090,PRJ-2065,Consultant,75,2021-07-25,
ASN-03272,4579,PRJ-0884,Contributor,75,2021-06-21,2022-12-10
ASN-03273,9128,PRJ-0541,Contributor,50,2018-09-14,2022-04-25
ASN-03274,10488,PRJ-0171,Contributor,100,2020-11-04,
ASN-03275,156,PRJ-2457,Reviewer,50,2022-01-04,
ASN-03276,1959,PRJ-0740,Lead,75,2019-05-12,2019-10-11
ASN-03277,10694,PRJ-1402,Contributor,50,2018-05-30,
ASN-03278,6345,PRJ-2278,Contributor,100,2020-09-29,
ASN-03279,5780,PRJ-0119,Lead,100,2021-07-05,
ASN-03280,22529,PRJ-2152,Contributor,25,2022-10-09,
ASN-03281,21448,PRJ-1996,Contributor,100,2020-06-25,
ASN-03282,3831,PRJ-1706,Reviewer,25,2022-07-07,
ASN-03283,9047,PRJ-1723,Contributor,100,2022-01-04,2022-07-22
ASN-03284,9795,PRJ-2223,Contributor,100,2023-01-04,2023-10-27
ASN-03285,23044,PRJ-1698,Contributor,100,2019-04-05,2023-07-13
ASN-03286,442,PRJ-1445,Contributor,50,2021-11-11,
ASN-03287,22425,PRJ-1760,Contributor,25,2021-08-19,
ASN-03288,22310,PRJ-1525,Contributor,100,2020-09-07,2020-11-13
ASN-03289,14479,PRJ-0665,Contributor,25,2020-01-13,2020-11-18
ASN-03290,23743,PRJ-0033,Contributor,50,2019-08-22,
ASN-03291,4629,PRJ-2103,Consultant,100,2020-11-08,
ASN-03292,6371,PRJ-2060,Contributor,100,2021-05-07,
ASN-03293,9529,PRJ-1552,Contributor,50,2019-01-23,2020-11-09
ASN-03294,17333,PRJ-0720,Contributor,75,2022-05-21,
ASN-03295,11566,PRJ-2421,Contributor,25,2022-01-12,2022-02-24
ASN-03296,8180,PRJ-0484,Contributor,75,2018-07-17,
ASN-03297,16014,PRJ-0973,Contributor,50,2018-04-14,2018-11-08
ASN-03298,22500,PRJ-0307,Contributor,100,2022-10-05,2023-09-15
ASN-03299,16844,PRJ-0457,Reviewer,50,2022-05-01,
ASN-03300,23953,PRJ-2208,Contributor,100,2019-11-01,
ASN-03301,21031,PRJ-0331,Reviewer,50,2022-01-10,
ASN-03302,393,PRJ-0225,Lead,50,2022-01-14,
ASN-03303,12131,PRJ-1480,Contributor,25,2020-01-09,
ASN-03304,18172,PRJ-1083,Reviewer,75,2018-04-25,2019-01-09
ASN-03305,23759,PRJ-0644,Contributor,75,2022-12-19,
ASN-03306,10450,PRJ-0616,Contributor,50,2019-10-30,
ASN-03307,17523,PRJ-0195,Reviewer,75,2019-06-23,
ASN-03308,21126,PRJ-0489,Contributor,75,2022-01-17,2023-02-26
ASN-03309,7419,PRJ-2205,Reviewer,25,2021-01-01,
ASN-03310,22747,PRJ-1250,Lead,50,2022-01-09,
ASN-03311,2455,PRJ-2460,Contributor,100,2018-07-29,2018-10-13
ASN-03312,20059,PRJ-1103,Contributor,50,2021-04-18,
ASN-03313,17762,PRJ-1148,Consultant,50,2022-12-15,
ASN-03314,15224,PRJ-1242,Reviewer,25,2021-01-04,
ASN-03315,6702,PRJ-0516,Contributor,75,2020-03-05,2020-05-17
ASN-03316,2598,PRJ-1626,Reviewer,100,2018-02-05,2021-04-13
ASN-03317,142,PRJ-1128,Contributor,75,2021-01-01,2021-09-09
ASN-03318,2660,PRJ-0393,Contributor,100,2020-06-03,
ASN-03319,20981,PRJ-0631,Reviewer,50,2018-08-05,
ASN-03320,9032,PRJ-1848,Contributor,25,2021-06-24,
ASN-03321,15038,PRJ-0980,Contributor,75,2019-06-04,2020-10-22
ASN-03322,13971,PRJ-0434,Contributor,50,2020-07-29,2022-05-15
ASN-03323,5662,PRJ-0278,Contributor,25,2022-10-03,2023-07-18
ASN-03324,6143,PRJ-0233,Contributor,100,2020-08-02,2020-10-03
ASN-03325,12110,PRJ-1553,Contributor,75,2018-12-31,2019-08-25
ASN-03326,22011,PRJ-1595,Reviewer,100,2022-09-07,2023-04-05
ASN-03327,8788,PRJ-1114,Consultant,100,2021-12-08,
ASN-03328,10097,PRJ-2410,Lead,50,2020-04-29,2020-08-07
ASN-03329,8473,PRJ-0026,Reviewer,50,2021-03-11,
ASN-03330,16808,PRJ-1418,Reviewer,100,2022-01-25,
ASN-03331,23384,PRJ-2315,Lead,100,2022-04-19,2023-01-20
ASN-03332,4250,PRJ-0461,Contributor,100,2022-01-30,
ASN-03333,14950,PRJ-1092,Reviewer,75,2019-01-09,
ASN-03334,1751,PRJ-1007,Contributor,50,2019-04-18,2019-07-31
ASN-03335,21142,PRJ-1995,Contributor,100,2021-08-26,
ASN-03336,18352,PRJ-0491,Consultant,100,2019-07-27,
ASN-03337,4089,PRJ-1073,Reviewer,100,2022-10-09,
ASN-03338,20563,PRJ-0216,Contributor,50,2019-02-13,
ASN-03339,24174,PRJ-1724,Contributor,50,2021-01-11,
ASN-03340,15283,PRJ-1593,Contributor,100,2019-04-19,
ASN-03341,19331,PRJ-0159,Reviewer,50,2022-05-20,
ASN-03342,9642,PRJ-0686,Contributor,50,2022-09-09,
ASN-03343,21779,PRJ-1777,Lead,100,2021-01-11,2021-04-04
ASN-03344,24265,PRJ-2053,Lead,50,2021-09-08,
ASN-03345,5076,PRJ-1844,Contributor,75,2018-01-22,
ASN-03346,10413,PRJ-2409,Reviewer,50,2022-01-13,2022-07-04
ASN-03347,15687,PRJ-2296,Consultant,100,2018-12-31,
ASN-03348,7231,PRJ-1590,Reviewer,25,2022-03-03,
ASN-03349,15433,PRJ-1697,Contributor,25,2019-01-01,
ASN-03350,11003,PRJ-2470,Reviewer,25,2018-08-03,2019-06-19
ASN-03351,13948,PRJ-1947,Reviewer,100,2021-02-11,
ASN-03352,13687,PRJ-2063,Reviewer,100,2022-01-10,2023-09-20
ASN-03353,17916,PRJ-1146,Contributor,25,2020-04-09,
ASN-03354,13075,PRJ-2325,Contributor,25,2018-02-07,2018-02-18
ASN-03355,19375,PRJ-1582,Contributor,50,2020-01-01,
ASN-03356,23540,PRJ-2494,Contributor,50,2019-01-02,
ASN-03357,4494,PRJ-2258,Contributor,100,2022-04-16,
ASN-03358,17318,PRJ-2350,Lead,25,2019-04-14,2019-08-01
ASN-03359,1461,PRJ-1933,Consultant,75,2020-07-27,
ASN-03360,14141,PRJ-1758,Contributor,75,2020-10-05,
ASN-03361,19108,PRJ-2051,Contributor,25,2018-01-04,
ASN-03362,10705,PRJ-0990,Reviewer,50,2021-09-24,
ASN-03363,16670,PRJ-1542,Lead,100,2020-07-20,
ASN-03364,16649,PRJ-1117,Contributor,25,2022-01-14,2023-12-27
ASN-03365,6817,PRJ-0493,Contributor,100,2020-12-31,2021-05-26
ASN-03366,11640,PRJ-0620,Contributor,100,2021-04-21,
ASN-03367,14425,PRJ-2379,Contributor,50,2021-05-05,
ASN-03368,13966,PRJ-2381,Contributor,25,2022-07-07,
ASN-03369,18147,PRJ-2098,Reviewer,50,2022-01-09,2022-08-30
ASN-03370,11241,PRJ-1547,Lead,75,2020-01-13,
ASN-03371,41,PRJ-0863,Contributor,25,2022-10-01,2023-12-18
ASN-03372,5828,PRJ-1692,Consultant,25,2019-01-14,2023-04-23
ASN-03373,8260,PRJ-1606,Contributor,25,2022-08-19,
ASN-03374,17372,PRJ-2320,Reviewer,100,2019-07-29,2023-01-26
ASN-03375,14850,PRJ-0580,Contributor,100,2021-04-20,2022-11-06
ASN-03376,16233,PRJ-1891,Contributor,100,2020-02-25,2020-07-27
ASN-03377,7805,PRJ-1276,Consultant,100,2020-06-21,2020-08-16
ASN-03378,24174,PRJ-1856,Reviewer,50,2021-01-03,
ASN-03379,22102,PRJ-2494,Contributor,25,2020-01-02,
ASN-03380,19583,PRJ-1356,Contributor,25,2023-01-08,2023-04-20
ASN-03381,5375,PRJ-1163,Contributor,50,2022-12-06,
ASN-03382,21175,PRJ-0357,Contributor,50,2018-09-25,
ASN-03383,23568,PRJ-1625,Consultant,100,2021-04-07,
ASN-03384,2525,PRJ-2322,Contributor,50,2019-03-30,2019-07-09
ASN-03385,9278,PRJ-2007,Contributor,50,2022-02-01,2023-07-30
ASN-03386,18864,PRJ-2359,Contributor,50,2022-03-05,
ASN-03387,9886,PRJ-0870,Contributor,100,2019-05-27,
ASN-03388,21539,PRJ-0886,Reviewer,25,2022-06-24,2022-12-08
ASN-03389,779,PRJ-2002,Contributor,50,2021-03-07,
ASN-03390,1493,PRJ-2202,Contributor,100,2022-05-15,2023-05-12
ASN-03391,17045,PRJ-1414,Contributor,100,2021-03-31,2021-09-04
ASN-03392,17733,PRJ-1284,Contributor,100,2021-09-11,
ASN-03393,13616,PRJ-0620,Contributor,50,2021-04-25,
ASN-03394,12133,PRJ-0883,Contributor,50,2020-10-15,2021-03-01
ASN-03395,10179,PRJ-0797,Contributor,25,2021-10-21,
ASN-03396,7852,PRJ-2173,Contributor,50,2022-05-07,
ASN-03397,16289,PRJ-1297,Reviewer,100,2022-07-31,
ASN-03398,7157,PRJ-0619,Contributor,50,2022-05-11,
ASN-03399,2045,PRJ-1835,Contributor,75,2022-01-09,2022-12-02
ASN-03400,7369,PRJ-0245,Contributor,50,2022-10-30,
ASN-03401,19901,PRJ-2498,Contributor,50,2021-01-12,2021-09-05
ASN-03402,13636,PRJ-0930,Reviewer,25,2019-04-18,
ASN-03403,9169,PRJ-1271,Contributor,100,2021-05-12,
ASN-03404,20962,PRJ-0520,Lead,25,2022-11-08,
ASN-03405,17112,PRJ-2410,Contributor,100,2020-04-28,
ASN-03406,11329,PRJ-0008,Reviewer,50,2019-07-23,
ASN-03407,13320,PRJ-2020,Contributor,50,2023-01-05,
ASN-03408,23853,PRJ-0495,Contributor,75,2021-12-10,
ASN-03409,343,PRJ-1630,Contributor,100,2019-05-03,
ASN-03410,1448,PRJ-1063,Consultant,100,2022-04-07,
ASN-03411,6582,PRJ-0187,Contributor,100,2023-01-07,2023-06-02
ASN-03412,11852,PRJ-1878,Contributor,25,2020-05-09,2022-11-23
ASN-03413,6318,PRJ-2141,Contributor,50,2020-03-23,
ASN-03414,16911,PRJ-0086,Contributor,25,2021-05-12,
ASN-03415,10089,PRJ-0137,Contributor,25,2022-10-12,
ASN-03416,12947,PRJ-2469,Reviewer,25,2021-06-16,2021-10-29
ASN-03417,23133,PRJ-2122,Reviewer,25,2022-07-06,
ASN-03418,16790,PRJ-1637,Contributor,50,2020-05-12,
ASN-03419,14568,PRJ-2219,Contributor,50,2022-12-17,2023-03-28
ASN-03420,14869,PRJ-1752,Contributor,50,2020-01-12,
ASN-03421,24371,PRJ-2218,Consultant,50,2022-12-23,
ASN-03422,9766,PRJ-1788,Lead,100,2019-06-29,
ASN-03423,20125,PRJ-0872,Contributor,100,2022-11-21,
ASN-03424,12467,PRJ-2370,Reviewer,100,2022-01-14,
ASN-03425,18231,PRJ-0944,Contributor,100,2021-01-16,
ASN-03426,17863,PRJ-1627,Contributor,100,2019-02-05,
ASN-03427,10588,PRJ-0349,Consultant,100,2020-12-05,2021-10-28
ASN-03428,772,PRJ-1677,Contributor,25,2022-04-28,
ASN-03429,21910,PRJ-1197,Contributor,100,2020-06-10,2021-06-10
ASN-03430,16301,PRJ-0010,Reviewer,50,2022-03-07,2022-08-13
ASN-03431,8771,PRJ-1462,Reviewer,100,2020-07-02,
ASN-03432,11094,PRJ-0667,Reviewer,50,2019-10-25,2021-04-25
ASN-03433,13804,PRJ-1523,Contributor,25,2018-07-13,
ASN-03434,194,PRJ-2177,Contributor,25,2022-08-26,
ASN-03435,2008,PRJ-0601,Lead,50,2020-10-24,2023-12-04
ASN-03436,17570,PRJ-0327,Lead,50,2018-12-23,2019-03-28
ASN-03437,18779,PRJ-0980,Lead,25,2020-01-03,2020-10-22
ASN-03438,11191,PRJ-2452,Contributor,75,2023-01-08,
ASN-03439,9985,PRJ-0629,Contributor,100,2019-08-04,2023-02-10
ASN-03440,9303,PRJ-1630,Consultant,100,2019-05-09,
ASN-03441,20390,PRJ-0274,Lead,100,2022-12-06,
ASN-03442,7430,PRJ-0685,Reviewer,100,2021-02-10,
ASN-03443,2262,PRJ-0116,Contributor,100,2018-03-03,2022-03-28
ASN-03444,20121,PRJ-0861,Contributor,50,2021-01-03,
ASN-03445,6717,PRJ-2004,Contributor,75,2021-04-16,2023-08-15
ASN-03446,21260,PRJ-0693,Lead,50,2022-07-19,2022-09-16
ASN-03447,8922,PRJ-1106,Reviewer,100,2020-01-11,2021-04-27
ASN-03448,4379,PRJ-2372,Contributor,50,2022-01-09,2023-01-29
ASN-03449,7816,PRJ-2162,Lead,100,2022-06-12,2022-08-26
ASN-03450,13779,PRJ-1793,Contributor,25,2022-04-02,
ASN-03451,19836,PRJ-0154,Contributor,100,2022-01-05,
ASN-03452,24001,PRJ-1901,Contributor,25,2022-01-09,
ASN-03453,12729,PRJ-1428,Reviewer,100,2022-01-14,
ASN-03454,10333,PRJ-1290,Contributor,50,2019-09-24,
ASN-03455,9837,PRJ-0315,Reviewer,100,2020-08-14,2021-09-19
ASN-03456,2801,PRJ-1065,Contributor,50,2022-01-01,
ASN-03457,8334,PRJ-0105,Contributor,25,2020-09-20,
ASN-03458,5411,PRJ-1925,Consultant,100,2022-01-03,
ASN-03459,17840,PRJ-1914,Contributor,75,2021-01-15,
ASN-03460,23277,PRJ-1217,Lead,50,2019-10-23,2020-02-11
ASN-03461,5809,PRJ-1425,Reviewer,100,2021-03-20,
ASN-03462,6797,PRJ-2402,Contributor,50,2022-05-16,2022-09-11
ASN-03463,21181,PRJ-1773,Contributor,25,2021-09-16,2022-01-08
ASN-03464,21478,PRJ-1961,Contributor,100,2021-12-17,
ASN-03465,10289,PRJ-1604,Reviewer,100,2022-01-09,
ASN-03466,17710,PRJ-0709,Contributor,100,2022-01-12,
ASN-03467,21361,PRJ-0651,Lead,100,2019-02-17,2019-05-03
ASN-03468,17544,PRJ-0947,Contributor,100,2022-12-06,2023-07-15
ASN-03469,4651,PRJ-0661,Reviewer,25,2019-07-20,2023-05-09
ASN-03470,4988,PRJ-2147,Reviewer,25,2022-09-06,
ASN-03471,15201,PRJ-2330,Contributor,25,2018-01-23,2022-12-27
ASN-03472,4698,PRJ-2451,Contributor,50,2018-08-26,
ASN-03473,16725,PRJ-1133,Contributor,50,2021-12-22,
ASN-03474,3829,PRJ-0700,Contributor,75,2021-10-25,
ASN-03475,18353,PRJ-2247,Contributor,50,2021-05-03,
ASN-03476,17088,PRJ-2039,Consultant,25,2021-01-06,
ASN-03477,12606,PRJ-2375,Reviewer,25,2021-01-04,
ASN-03478,5483,PRJ-2202,Contributor,25,2022-05-19,2023-05-12
ASN-03479,22761,PRJ-0552,Reviewer,100,2021-06-30,2021-09-25
ASN-03480,18185,PRJ-0405,Contributor,25,2022-01-12,2023-02-26
ASN-03481,5464,PRJ-0462,Reviewer,100,2019-09-11,2021-04-26
ASN-03482,13861,PRJ-2180,Contributor,25,2018-04-21,
ASN-03483,4913,PRJ-0874,Contributor,50,2022-01-23,
ASN-03484,4649,PRJ-0084,Reviewer,50,2018-05-01,2019-11-19
ASN-03485,856,PRJ-1423,Consultant,100,2021-02-18,
ASN-03486,2867,PRJ-0221,Reviewer,25,2019-09-03,
ASN-03487,11835,PRJ-1392,Reviewer,75,2021-08-19,2023-05-05
ASN-03488,16295,PRJ-0112,Reviewer,75,2022-07-29,
ASN-03489,16567,PRJ-0615,Contributor,50,2020-03-11,
ASN-03490,3113,PRJ-1582,Contributor,50,2018-08-04,
ASN-03491,22055,PRJ-0475,Contributor,25,2020-10-01,2020-11-09
ASN-03492,4493,PRJ-1914,Lead,100,2018-10-30,
ASN-03493,22208,PRJ-0271,Lead,100,2022-05-30,2022-08-19
ASN-03494,15115,PRJ-2469,Reviewer,25,2021-06-09,2021-10-29
ASN-03495,1518,PRJ-1921,Contributor,100,2020-01-10,
ASN-03496,16019,PRJ-1391,Lead,100,2020-02-29,2023-01-12
ASN-03497,21387,PRJ-0040,Contributor,25,2022-01-12,
ASN-03498,17741,PRJ-1983,Contributor,50,2021-05-01,2022-10-01
ASN-03499,20014,PRJ-2237,Consultant,50,2020-06-25,2022-04-24
ASN-03500,20013,PRJ-0994,Reviewer,50,2019-07-04,2019-08-22
ASN-03501,11432,PRJ-2013,Contributor,50,2020-02-09,
ASN-03502,8211,PRJ-0290,Contributor,100,2021-03-20,
ASN-03503,11596,PRJ-2481,Contributor,75,2022-05-21,
ASN-03504,12872,PRJ-0279,Reviewer,50,2021-12-20,
ASN-03505,12744,PRJ-0581,Reviewer,100,2020-06-30,
ASN-03506,22517,PRJ-0863,Contributor,25,2022-10-06,2023-12-18
ASN-03507,9325,PRJ-0254,Contributor,100,2022-06-16,
ASN-03508,11532,PRJ-0181,Reviewer,75,2020-09-24,
ASN-03509,6589,PRJ-0681,Reviewer,75,2022-05-18,2022-11-23
ASN-03510,3312,PRJ-0825,Contributor,75,2022-08-15,2023-07-25
ASN-03511,22433,PRJ-0700,Reviewer,50,2021-10-20,
ASN-03512,22631,PRJ-1350,Contributor,100,2018-05-27,
ASN-03513,988,PRJ-1381,Contributor,100,2019-12-21,2022-06-14
ASN-03514,3322,PRJ-1674,Contributor,50,2021-12-09,2023-05-13
ASN-03515,15813,PRJ-2439,Consultant,100,2021-01-28,2021-05-30
ASN-03516,4616,PRJ-1639,Contributor,100,2022-07-06,
ASN-03517,15513,PRJ-1958,Reviewer,100,2018-09-25,
ASN-03518,13147,PRJ-0212,Consultant,75,2022-02-04,
ASN-03519,24750,PRJ-1539,Contributor,25,2019-10-26,2022-02-16
ASN-03520,13655,PRJ-0384,Reviewer,100,2022-03-25,2022-10-11
ASN-03521,20126,PRJ-1715,Reviewer,100,2021-06-12,
ASN-03522,3053,PRJ-0342,Contributor,100,2022-12-29,2023-02-01
ASN-03523,22959,PRJ-1839,Contributor,25,2021-08-31,2022-03-29
ASN-03524,727,PRJ-1988,Consultant,100,2022-01-12,2022-05-25
ASN-03525,3761,PRJ-0844,Lead,100,2019-09-24,
ASN-03526,22191,PRJ-1535,Contributor,50,2021-02-11,
ASN-03527,1876,PRJ-0420,Contributor,25,2021-03-30,
ASN-03528,23378,PRJ-1989,Contributor,100,2019-03-12,
ASN-03529,13970,PRJ-1933,Consultant,100,2020-07-27,2020-10-02
ASN-03530,4034,PRJ-1850,Lead,75,2021-01-12,
ASN-03531,5444,PRJ-0306,Reviewer,50,2018-09-12,2018-11-12
ASN-03532,17374,PRJ-0869,Lead,25,2021-11-03,
ASN-03533,3745,PRJ-1136,Contributor,75,2021-01-07,2021-06-25
ASN-03534,24996,PRJ-1435,Reviewer,50,2022-02-01,
ASN-03535,16978,PRJ-0206,Contributor,25,2022-01-01,
ASN-03536,1775,PRJ-0496,Contributor,25,2022-10-12,2023-07-27
ASN-03537,10652,PRJ-1910,Consultant,100,2021-01-07,
ASN-03538,936,PRJ-1046,Reviewer,100,2020-06-10,
ASN-03539,13396,PRJ-0213,Reviewer,100,2018-10-08,
ASN-03540,3809,PRJ-0310,Contributor,25,2022-01-13,2022-11-02
ASN-03541,16716,PRJ-1992,Contributor,25,2022-01-08,
ASN-03542,11642,PRJ-0272,Reviewer,50,2021-10-05,
ASN-03543,24307,PRJ-1823,Reviewer,100,2022-06-08,
ASN-03544,19087,PRJ-2080,Contributor,50,2022-01-01,2022-02-02
ASN-03545,14377,PRJ-0443,Contributor,100,2022-01-09,
ASN-03546,5890,PRJ-2210,Contributor,100,2018-08-06,2019-02-02
ASN-03547,5055,PRJ-0254,Contributor,25,2022-06-22,
ASN-03548,3869,PRJ-0521,Contributor,50,2021-11-22,
ASN-03549,20585,PRJ-0977,Contributor,100,2019-07-14,
ASN-03550,16586,PRJ-0010,Contributor,25,2022-03-15,2022-08-13
ASN-03551,18882,PRJ-1584,Consultant,100,2018-02-13,
ASN-03552,1843,PRJ-2484,Contributor,50,2019-07-30,2021-12-22
ASN-03553,10059,PRJ-1135,Contributor,50,2020-11-29,
ASN-03554,9102,PRJ-0153,Contributor,75,2019-07-03,
ASN-03555,12498,PRJ-1659,Reviewer,100,2021-02-25,
ASN-03556,4659,PRJ-1857,Reviewer,100,2019-08-06,
ASN-03557,11382,PRJ-1215,Consultant,25,2020-10-08,2022-11-05
ASN-03558,7545,PRJ-1753,Contributor,50,2021-08-12,
ASN-03559,7719,PRJ-1105,Consultant,50,2020-01-10,
ASN-03560,13852,PRJ-0895,Lead,100,2021-09-11,2022-12-20
ASN-03561,17155,PRJ-1112,Contributor,50,2023-01-04,2023-02-17
ASN-03562,19540,PRJ-0104,Contributor,50,2019-03-11,2020-10-16
ASN-03563,11778,PRJ-1915,Contributor,100,2021-01-09,
ASN-03564,1629,PRJ-1007,Consultant,100,2019-04-27,
ASN-03565,387,PRJ-0407,Contributor,50,2022-04-16,2022-05-18
ASN-03566,6032,PRJ-1402,Contributor,100,2018-05-25,
ASN-03567,6440,PRJ-0167,Reviewer,75,2022-01-01,2023-04-09
ASN-03568,22786,PRJ-0509,Reviewer,25,2018-11-04,2022-12-30
ASN-03569,13393,PRJ-1662,Reviewer,50,2022-01-11,
ASN-03570,20393,PRJ-2361,Contributor,75,2019-09-14,2020-08-14
ASN-03571,18851,PRJ-0763,Contributor,100,2021-12-29,2022-04-18
ASN-03572,2283,PRJ-0681,Contributor,100,2022-05-25,2022-11-23
ASN-03573,1857,PRJ-2121,Contributor,25,2021-02-03,
ASN-03574,15671,PRJ-1165,Contributor,50,2022-05-20,2022-08-08
ASN-03575,24365,PRJ-0582,Reviewer,25,2022-01-06,
ASN-03576,1999,PRJ-0262,Lead,100,2022-03-02,
ASN-03577,5477,PRJ-1364,Contributor,25,2020-10-08,
ASN-03578,9429,PRJ-1332,Contributor,50,2018-03-03,
ASN-03579,4670,PRJ-2293,Contributor,100,2018-11-06,
ASN-03580,12337,PRJ-1539,Consultant,25,2022-01-02,2022-02-16
ASN-03581,9343,PRJ-0561,Contributor,100,2022-12-20,
ASN-03582,20703,PRJ-1100,Reviewer,100,2019-05-14,2019-08-02
ASN-03583,7065,PRJ-1904,Contributor,50,2020-01-06,
ASN-03584,7447,PRJ-0175,Reviewer,25,2018-10-18,
ASN-03585,17816,PRJ-2157,Lead,50,2022-06-10,2023-03-03
ASN-03586,5625,PRJ-2231,Lead,25,2022-07-21,
ASN-03587,7462,PRJ-0192,Contributor,25,2018-11-03,2022-01-25
ASN-03588,1820,PRJ-0065,Reviewer,50,2021-08-27,
ASN-03589,10517,PRJ-1498,Consultant,100,2021-06-20,
ASN-03590,13750,PRJ-1568,Reviewer,50,2022-08-20,
ASN-03591,17515,PRJ-1152,Contributor,100,2020-01-12,2023-04-14
ASN-03592,22948,PRJ-1938,Contributor,100,2023-01-07,2023-06-13
ASN-03593,2659,PRJ-0369,Contributor,50,2023-01-07,2023-02-13
ASN-03594,3501,PRJ-0851,Contributor,75,2019-10-24,
ASN-03595,24951,PRJ-0043,Contributor,25,2020-07-29,2022-03-18
ASN-03596,2121,PRJ-1908,Contributor,25,2020-01-14,
ASN-03597,4021,PRJ-0078,Contributor,75,2018-05-19,
ASN-03598,10214,PRJ-1825,Lead,25,2021-08-31,
ASN-03599,3260,PRJ-1294,Contributor,25,2020-12-09,2022-11-22
ASN-03600,10082,PRJ-0674,Contributor,25,2022-08-29,
ASN-03601,1824,PRJ-0701,Contributor,50,2019-06-05,2023-11-15
ASN-03602,17859,PRJ-0759,Contributor,25,2020-09-03,
ASN-03603,18627,PRJ-1924,Contributor,50,2022-09-14,
ASN-03604,13468,PRJ-0902,Reviewer,100,2021-01-02,
ASN-03605,19628,PRJ-0993,Contributor,50,2019-12-01,
ASN-03606,6991,PRJ-1192,Consultant,100,2019-12-10,
ASN-03607,21545,PRJ-2387,Contributor,100,2021-11-26,
ASN-03608,3135,PRJ-2241,Contributor,50,2019-05-17,2023-07-13
ASN-03609,18455,PRJ-1477,Lead,100,2022-05-08,
ASN-03610,16744,PRJ-2331,Contributor,100,2022-01-02,
ASN-03611,15435,PRJ-0390,Contributor,50,2022-05-23,
ASN-03612,15008,PRJ-1000,Reviewer,100,2018-05-01,
ASN-03613,10234,PRJ-0525,Reviewer,50,2022-01-14,
ASN-03614,16379,PRJ-1856,Contributor,100,2020-01-01,
ASN-03615,1142,PRJ-1507,Contributor,100,2018-04-09,2020-08-19
ASN-03616,18020,PRJ-0659,Contributor,50,2020-03-25,2022-08-07
ASN-03617,20385,PRJ-0891,Consultant,75,2021-12-08,2022-01-15
ASN-03618,10136,PRJ-1482,Consultant,50,2018-10-10,
ASN-03619,12967,PRJ-0452,Reviewer,50,2022-01-13,
ASN-03620,3362,PRJ-2476,Contributor,50,2020-09-27,
ASN-03621,22968,PRJ-1538,Consultant,50,2019-05-20,2019-08-03
ASN-03622,7836,PRJ-0883,Contributor,100,2020-10-22,2021-03-01
ASN-03623,11173,PRJ-0313,Contributor,50,2021-02-22,
ASN-03624,16391,PRJ-0840,Contributor,50,2018-12-04,2021-02-04
ASN-03625,3268,PRJ-0375,Contributor,50,2021-05-26,
ASN-03626,6565,PRJ-0451,Contributor,50,2021-06-13,2022-01-25
ASN-03627,21313,PRJ-0595,Contributor,25,2021-05-09,
ASN-03628,18991,PRJ-1234,Reviewer,100,2020-03-20,
ASN-03629,11412,PRJ-0500,Contributor,100,2021-01-09,
ASN-03630,5907,PRJ-0464,Contributor,50,2018-12-09,
ASN-03631,16029,PRJ-0113,Contributor,100,2018-01-03,
ASN-03632,19658,PRJ-1036,Contributor,50,2021-12-22,
ASN-03633,7612,PRJ-2379,Contributor,75,2021-04-30,
ASN-03634,17298,PRJ-1925,Contributor,50,2022-01-14,
ASN-03635,2012,PRJ-0140,Contributor,25,2018-11-12,2022-01-05
ASN-03636,17827,PRJ-1425,Consultant,25,2021-03-21,
ASN-03637,21931,PRJ-0517,Consultant,75,2022-01-15,
ASN-03638,11247,PRJ-1948,Contributor,50,2022-01-04,
ASN-03639,13791,PRJ-2166,Contributor,50,2018-12-15,
ASN-03640,11739,PRJ-0888,Lead,100,2020-07-16,2020-09-18
ASN-03641,14731,PRJ-1342,Contributor,25,2021-03-30,
ASN-03642,11121,PRJ-0050,Contributor,100,2019-10-04,
ASN-03643,18214,PRJ-0019,Contributor,50,2020-09-22,
ASN-03644,8768,PRJ-0726,Lead,25,2019-02-24,
ASN-03645,22853,PRJ-2245,Contributor,50,2022-05-06,
ASN-03646,13704,PRJ-1474,Lead,100,2022-05-11,
ASN-03647,930,PRJ-0452,Reviewer,50,2019-02-21,2019-08-15
ASN-03648,11952,PRJ-2337,Contributor,25,2019-05-08,
ASN-03649,20084,PRJ-1165,Contributor,75,2022-05-30,
ASN-03650,15846,PRJ-1108,Contributor,25,2018-10-09,
ASN-03651,17439,PRJ-2439,Contributor,100,2021-01-27,2021-05-30
ASN-03652,15748,PRJ-0215,Contributor,50,2020-10-07,2021-07-06
ASN-03653,5745,PRJ-1550,Contributor,100,2019-12-19,
ASN-03654,18285,PRJ-2263,Contributor,100,2019-03-04,2022-06-18
ASN-03655,9650,PRJ-0128,Contributor,100,2021-10-10,2022-01-06
ASN-03656,6981,PRJ-1846,Reviewer,100,2022-01-12,
ASN-03657,7070,PRJ-0760,Contributor,25,2023-01-07,
ASN-03658,9592,PRJ-2452,Consultant,50,2022-05-20,
ASN-03659,19800,PRJ-1816,Reviewer,100,2020-09-16,
ASN-03660,443,PRJ-2386,Reviewer,25,2021-11-10,
ASN-03661,22603,PRJ-0361,Reviewer,50,2022-10-17,2022-12-22
ASN-03662,4653,PRJ-0569,Contributor,100,2022-01-09,2022-09-13
ASN-03663,24324,PRJ-1416,Reviewer,25,2022-05-06,2022-05-17
ASN-03664,24218,PRJ-2266,Contributor,50,2022-01-11,
